5	A: 3. 
15	A: 4. 
Time (s): 0.115502
5	A: 3. 
15	A: 4. 
Time (s): 0.115958
5	A: 3. 
15	A: 4. 
Time (s): 0.116415
5	A: 3. 
15	A: 4. 
Time (s): 0.116871
5	A: 3. 
15	A: 4. 
Time (s): 0.117328
5	A: 3. 
15	A: 4. 
Time (s): 0.117784
5	A: 3. 
15	A: 4. 
Time (s): 0.118241
5	A: 3. 
15	A: 4. 
Time (s): 0.118697
5	A: 3. 
15	A: 4. 
Time (s): 0.119154
5	A: 3. 
15	A: 4. 
Time (s): 0.11961
5	A: 3. 
15	A: 4. 
Time (s): 0.120067
5	A: 3. 
15	A: 4. 
Time (s): 0.120524
5	A: 3. 
15	A: 4. 
Time (s): 0.12098
5	A: 3. 
15	A: 4. 
Time (s): 0.121437
5	A: 3. 
15	A: 4. 
Time (s): 0.121893
5	A: 3. 
15	A: 4. 
Time (s): 0.12235
5	A: 3. 
15	A: 4. 
Time (s): 0.122806
5	A: 3. 
15	A: 4. 
Time (s): 0.123263
5	A: 3. 
15	A: 4. 
Time (s): 0.123719
5	A: 3. 
15	A: 4. 
Time (s): 0.124176
5	A: 3. 
15	A: 4. 
Time (s): 0.124632
5	A: 3. 
15	A: 4. 
Time (s): 0.125089
5	A: 3. 
15	A: 4. 
Time (s): 0.125545
5	A: 3. 
15	A: 4. 
Time (s): 0.126002
5	A: 3. 
15	A: 4. 
Time (s): 0.126458
5	A: 3. 
15	A: 4. 
Time (s): 0.126915
5	A: 3. 
15	A: 4. 
Time (s): 0.127371
5	A: 3. 
15	A: 4. 
Time (s): 0.127828
5	A: 3. 
15	A: 4. 
Time (s): 0.128284
5	A: 3. 
15	A: 4. 
Time (s): 0.128741
5	A: 3. 
15	A: 4. 
Time (s): 0.129198
5	A: 3. 
15	A: 4. 
Time (s): 0.129654
5	A: 3. 
15	A: 4. 
Time (s): 0.130111
5	A: 3. 
15	A: 4. 
Time (s): 0.130567
5	A: 3. 
15	A: 4. 
Time (s): 0.131024
5	A: 3. 
15	A: 4. 
Time (s): 0.13148
5	A: 3. 
15	A: 4. 
Time (s): 0.131937
5	A: 3. 
15	A: 4. 
Time (s): 0.132393
5	A: 3. 
15	A: 4. 
Time (s): 0.13285
5	A: 3. 
15	A: 4. 
Time (s): 0.133306
5	A: 3. 
15	A: 4. 
Time (s): 0.133763
5	A: 3. 
15	A: 4. 
Time (s): 0.134219
5	A: 3. 
15	A: 4. 
Time (s): 0.134676
5	A: 3. 
15	A: 4. 
Time (s): 0.135132
5	A: 3. 
15	A: 4. 
Time (s): 0.135589
5	A: 3. 
15	A: 4. 
Time (s): 0.136045
5	A: 3. 
15	A: 4. 
Time (s): 0.136502
5	A: 3. 
15	A: 4. 
Time (s): 0.136959
5	A: 3. 
15	A: 4. 
Time (s): 0.137415
5	A: 3. 
15	A: 4. 
Time (s): 0.137872
5	A: 3. 
15	A: 4. 
Time (s): 0.138328
5	A: 3. 
15	A: 4. 
Time (s): 0.138785
5	A: 3. 
15	A: 4. 
Time (s): 0.139241
5	A: 3. 
15	A: 4. 
Time (s): 0.139698
5	A: 3. 
15	A: 4. 
Time (s): 0.140154
5	A: 3. 
15	A: 4. 
Time (s): 0.140611
5	A: 3. 
15	A: 4. 
Time (s): 0.141067
5	A: 3. 
15	A: 4. 
Time (s): 0.141524
5	A: 3. 
15	A: 4. 
Time (s): 0.14198
5	A: 3. 
15	A: 4. 
Time (s): 0.142437
5	A: 3. 
15	A: 4. 
Time (s): 0.142893
5	A: 3. 
15	A: 4. 
Time (s): 0.14335
5	A: 3. 
15	A: 4. 
Time (s): 0.143806
5	A: 3. 
15	A: 4. 
Time (s): 0.144263
5	A: 3. 
15	A: 4. 
Time (s): 0.14472
5	A: 3. 
15	A: 4. 
Time (s): 0.145176
5	A: 3. 
15	A: 4. 
Time (s): 0.145633
5	A: 3. 
15	A: 4. 
Time (s): 0.146089
5	A: 3. 
15	A: 4. 
Time (s): 0.146546
5	A: 3. 
15	A: 4. 
Time (s): 0.147002
5	A: 3. 
15	A: 4. 
Time (s): 0.147459
5	A: 3. 
15	A: 4. 
Time (s): 0.147915
5	A: 3. 
15	A: 4. 
Time (s): 0.148372
5	A: 3. 
15	A: 4. 
Time (s): 0.148828
5	A: 3. 
15	A: 4. 
Time (s): 0.149285
5	A: 3. 
15	A: 4. 
Time (s): 0.149741
5	A: 3. 
15	A: 4. 
Time (s): 0.150198
5	A: 3. 
15	A: 4. 
Time (s): 0.150654
5	A: 3. 
15	A: 4. 
Time (s): 0.151111
5	A: 3. 
15	A: 4. 
Time (s): 0.151567
5	A: 3. 
15	A: 4. 
Time (s): 0.152024
5	A: 3. 
15	A: 4. 
Time (s): 0.152481
5	A: 3. 
15	A: 4. 
Time (s): 0.152937
5	A: 3. 
15	A: 4. 
Time (s): 0.153394
5	A: 3. 
15	A: 4. 
Time (s): 0.15385
5	A: 3. 
15	A: 4. 
Time (s): 0.154307
5	A: 3. 
15	A: 4. 
Time (s): 0.154763
5	A: 3. 
15	A: 4. 
Time (s): 0.15522
5	A: 3. 
15	A: 4. 
Time (s): 0.155676
5	A: 3. 
15	A: 4. 
Time (s): 0.156133
5	A: 3. 
15	A: 4. 
Time (s): 0.156589
5	A: 3. 
15	A: 4. 
Time (s): 0.157046
5	A: 3. 
15	A: 4. 
Time (s): 0.157502
5	A: 3. 
15	A: 4. 
Time (s): 0.157959
5	A: 3. 
15	A: 4. 
Time (s): 0.158415
5	A: 3. 
15	A: 4. 
Time (s): 0.158872
5	A: 3. 
15	A: 4. 
Time (s): 0.159328
5	A: 3. 
15	A: 4. 
Time (s): 0.159785
5	A: 3. 
15	A: 4. 
Time (s): 0.160241
5	A: 3. 
15	A: 4. 
Time (s): 0.160698
5	A: 3. 
15	A: 4. 
Time (s): 0.161155
5	A: 3. 
15	A: 4. 
Time (s): 0.161611
5	A: 3. 
15	A: 4. 
Time (s): 0.162068
5	A: 3. 
15	A: 4. 
Time (s): 0.162524
5	A: 3. 
15	A: 4. 
Time (s): 0.162981
5	A: 3. 
15	A: 4. 
Time (s): 0.163437
5	A: 3. 
15	A: 4. 
Time (s): 0.163894
5	A: 3. 
15	A: 4. 
Time (s): 0.16435
5	A: 3. 
15	A: 4. 
Time (s): 0.164807
5	A: 3. 
15	A: 4. 
Time (s): 0.165263
5	A: 3. 
15	A: 4. 
Time (s): 0.16572
5	A: 3. 
15	A: 4. 
Time (s): 0.166176
5	A: 3. 
15	A: 4. 
Time (s): 0.166633
5	A: 3. 
15	A: 4. 
Time (s): 0.167089
5	A: 3. 
15	A: 4. 
Time (s): 0.167546
5	A: 3. 
15	A: 4. 
Time (s): 0.168002
5	A: 3. 
15	A: 4. 
Time (s): 0.168459
5	A: 3. 
15	A: 4. 
Time (s): 0.168916
5	A: 3. 
15	A: 4. 
Time (s): 0.169372
5	A: 3. 
15	A: 4. 
Time (s): 0.169829
5	A: 3. 
15	A: 4. 
Time (s): 0.170285
5	A: 3. 
15	A: 4. 
Time (s): 0.170742
5	A: 3. 
15	A: 4. 
Time (s): 0.171198
5	A: 3. 
15	A: 4. 
Time (s): 0.171655
5	A: 3. 
15	A: 4. 
Time (s): 0.172111
5	A: 3. 
15	A: 4. 
Time (s): 0.172568
5	A: 3. 
15	A: 4. 
Time (s): 0.173024
5	A: 3. 
15	A: 4. 
Time (s): 0.173481
5	A: 3. 
15	A: 4. 
Time (s): 0.173937
5	A: 3. 
15	A: 4. 
Time (s): 0.174394
5	A: 3. 
15	A: 4. 
Time (s): 0.17485
5	A: 3. 
15	A: 4. 
Time (s): 0.175307
5	A: 3. 
15	A: 4. 
Time (s): 0.175763
5	A: 3. 
15	A: 4. 
Time (s): 0.17622
5	A: 3. 
15	A: 4. 
Time (s): 0.176677
5	A: 3. 
15	A: 4. 
Time (s): 0.177133
5	A: 3. 
15	A: 4. 
Time (s): 0.17759
5	A: 3. 
15	A: 4. 
Time (s): 0.178046
5	A: 3. 
15	A: 4. 
Time (s): 0.178503
5	A: 3. 
15	A: 4. 
Time (s): 0.178959
5	A: 3. 
15	A: 4. 
Time (s): 0.179416
5	A: 3. 
15	A: 4. 
Time (s): 0.179872
5	A: 3. 
15	A: 4. 
Time (s): 0.180329
5	A: 3. 
15	A: 4. 
Time (s): 0.180785
5	A: 3. 
15	A: 4. 
Time (s): 0.181242
5	A: 3. 
15	A: 4. 
Time (s): 0.181698
5	A: 3. 
15	A: 4. 
Time (s): 0.182155
5	A: 3. 
15	A: 4. 
Time (s): 0.182611
5	A: 3. 
15	A: 4. 
Time (s): 0.183068
5	A: 3. 
