58	A: 1. 
Time (s): 0.0708
2	A: 6. 
17	A: 2. 
1	A: 7. 
7	A: 3. 
56	A: 1. 
Time (s): 0.0712
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0716
1	A: 7. 
1	A: 5. 
2	A: 6. 
57	A: 1. 
17	A: 2. 
5	A: 3. 
Time (s): 0.072
1	A: 7. 
1	A: 5. 
2	A: 6. 
57	A: 1. 
17	A: 2. 
5	A: 3. 
Time (s): 0.0724
1	A: 7. 
1	A: 5. 
2	A: 6. 
57	A: 1. 
17	A: 2. 
5	A: 3. 
Time (s): 0.0728
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0732
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0736
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.074
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0744
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0748
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0752
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0756
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.076
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0764
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0768
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0772
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0776
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.078
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0784
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0788
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0792
1	A: 7. 
1	A: 5. 
2	A: 6. 
56	A: 1. 
16	A: 2. 
6	A: 3. 
Time (s): 0.0796
1	A: 4. 
1	A: 7. 
1	A: 5. 
2	A: 6. 
55	A: 1. 
16	A: 2. 
5	A: 3. 
Time (s): 0.0799996
1	A: 4. 
1	A: 7. 
1	A: 5. 
2	A: 6. 
55	A: 1. 
16	A: 2. 
5	A: 3. 
