time,A1H1L1_de5879c290daacf0e92d721f16a552eb,A1L1_7426bee00654e97954d420aef54eb910,A1_e0a393c92eea1406ea9fd08d7cf34145,H1L1_33a60c1b70e2ceb9bb9b88f20259e46c,H1_fac7c884d52a5e6d0b7ac782a55bb226,L1_05734731e88b8d4b6e3560581fdf83b1
0.005045235464887459,0.06056060816274922,0.18345752801079243,0.7523058638284379,0.18677085621354161,0.7489925356256888,0.5655350076284336
0.00517460047680765,0.0626303098681238,0.18550565992327084,0.7481880302133491,0.18897851303974217,0.7447151770968778,0.5592095172053295
0.005303965488727841,0.06469721851611829,0.18748182229747917,0.7441449591944862,0.1911159940924161,0.7405107873995493,0.5530289651558289
0.005433330500648033,0.06676083861318112,0.1893879685378926,0.7401751928609783,0.19318518057975628,0.7363779808191148,0.5469900123612272
0.005562695512568224,0.06882082211847754,0.19122581954887888,0.7362773583493473,0.1951877276960119,0.7323154502022143,0.5410896307641694
0.005692060524488415,0.07087696844388956,0.19299686373469827,0.7324501678435071,0.1971250646214885,0.7283219669567169,0.5353251033686489
0.005821425536408607,0.07292922445401613,0.1947023569995037,0.7286924185747643,0.19899839452254797,0.7243963810517201,0.5296940242400084
0.005950790548328797,0.0749776844661729,0.19634332274734065,0.725002992821818,0.20080869455160857,0.7205376210175501,0.5241942985049394
0.006080155560248989,0.0770225902503924,0.19792055188214716,0.7213808579107595,0.20255671584714482,0.7167446939457619,0.518824142351482
0.00620952057216918,0.07906433102942396,0.19943460280775388,0.7178250662150727,0.20424298353368764,0.7130166854891391,0.5135820830290259
0.006338885584089371,0.08109478151785274,0.20089812360451662,0.7143310949391928,0.20587979546787508,0.7093494230758344,0.5084512998811708
0.006468250596009563,0.08310736243147579,0.20232154033070104,0.7108950973085462,0.20747728619108333,0.705739351448164,0.5034178115885333
0.006597615607929754,0.08511052290187139,0.20369387745147818,0.7075195997270594,0.2090247507808283,0.7021887263977094,0.4984948494820846
0.006726980619849945,0.08710399242001017,0.20501654092216887,0.7042034667484128,0.2105235412008789,0.6986964664697028,0.4936799261515537
0.006856345631770136,0.08908757302479389,0.2062908107546902,0.700945616321755,0.2119748871608803,0.695261539915565,0.4889707298362342
